Equipement,Désignation,Fabricant,Zone de tri,Poste technique,Désignation,Année constr.,Cat. véhicule,Date acquis.,Date mise serv.,Poste respons.,Type de propul.,Type pétrole,Statut util.,Fin de validité,Modex - Catégorie cy,PowerBI - Catégorie
11290,REMORQUE (LOI 430),ASETRAIL,REMORQUE,V-01-150-001,ER - Équipement lourds,2009,V.REMORQUE,2009-07-01,2009-08-24,VI.LO.DH,NA,,SERV,,Remorque Lourde,Remorque Lourde
11291,REMORQUE (LOI 430),ASETRAIL,REMORQUE,V-01-150-001,ER - Équipement lourds,2009,V.REMORQUE,2009-07-15,2009-08-22,VI.LO.DH,NA,,SERV,,Remorque Lourde,Remorque Lourde
11292,REMORQUE (LOI 430),ASETRAIL,REMORQUE,V-01-150-001,ER - Équipement lourds,2010,V.REMORQUE,2009-06-22,2010-09-22,VI.LO.DH,NA,,SERV,,Remorque Lourde,Remorque Lourde
11293,REMORQUE,Wells Cargo,REMORQUE CATHO,V-01-150-002,ER - Protection cathodique,2008,V.REMORQUE,2009-06-30,2010-01-15,VI.LO.DH,NA,,SERV,,Remorque non-lourde,Remorque non lourde
11294,HONDA CIVIC (GNV-OEM),HONDA,POOL,V-01-130-001,Pool de véhicule,2009,V.VOITURE,2009-07-31,2009-08-31,VI.LE.DH,AV,GNV,SERV,,Voiture amenage,Voiture
11295,REMORQUE,R.D.B,VENDU - ENCANS RITCHIES BROS.,,,2009,V.REMORQUE,2009-09-01,2009-09-17,VI.MECAN,NA,,VEND,2017-04-20,Remorque non-lourde,Remorque non lourde
11296,REMORQUE,R.D.B,REMORQUE,V-01-080,Usine LSR,2009,V.REMORQUE,2009-09-01,2009-09-01,VI.LO.DH,NA,,SERV,,Remorque non-lourde,Remorque non lourde
11297,REMORQUE COMPRESSEUR,SULLAIR,REMORQUE /COMPRESSEUR,V-01-150-003,ER - Raccordement,2009,V.REMORQUE,2009-10-01,2009-10-01,VI.LO.DH,NA,DIESEL,SERV,,Remorque non-lourde,Remorque équipé moteur
11298,CHARIOT ÉLÉVATEUR (ÉLECTRIQUE),TOYOTA,CHARIOT ÉLÉVATEUR (ÉLECTRIQUE),V-01-090,Centre de distribution,2009,V.CHA.ELEV,2009-10-29,2009-10-29,VE.DH,NA,ELECTRIQUE,SERV,,Chariot elevateur electrique,Chariot élévateur
11299,FORD FOCUS (GNV-eco),FORD,ENCAN,,,2010,V.VOITURE,2009-12-11,2009-12-11,VI.LE.DH,AV,BI-CRB.E+GNV,VEND,2017-10-16,Voiture non-amenage,Voiture
11300,FORD TRANSIT CONNECT (GNV-eco),FORD,VENDU - ENCANS RITCHIES BROS.,,,2010,V.MINFOURG,2009-12-11,2009-12-11,VI.MECAN,AV,BI-CRB.E+GNV,VEND,2017-01-13,Minifourgonette amenage,Minifourgonette
11301,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-01-29,2010-11-15,VE.SA,AR,ESSENCE,VEND,2018-10-31,Fourgonette,Fourgonette
11302,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-01-29,2011-03-23,VI.LE.LA,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11303,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2010,V.FOURG,2010-01-29,2010-06-22,VI.LE.DH,AR,ESSENCE,VEND,2017-10-27,Fourgonette,Fourgonette
11304,GMC SAVANA 3500,GMC,REMIS À ASSUREUR,,,2010,V.FOURG,2010-01-29,2010-06-22,VI.LE.LA,AR,ESSENCE,ACCI,2018-06-01,Fourgonette,Fourgonette
11305,GMC SAVANA 3500,GMC,,,,2010,V.FOURG,2010-01-29,2010-06-09,VI.LE.LA,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11306,GMC SAVANA 3500,GMC,VENDU ENCAN RITCHIE,,,2010,V.FOURG,2010-01-29,2010-06-29,VE.RO,AR,ESSENCE,VEND,2018-12-17,Fourgonette,Fourgonette
11307,GMC SAVANA 3500,GMC,TECHNICIEN ACQUISITION,V-06-223,Tech. Acquisition / Exploitation 2,2010,V.FOURG,2010-01-29,2010-06-09,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11308,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-27-311,Tech. Acquisition / Exploitation 1,2010,V.FOURG,2010-01-29,2010-01-29,VE.MR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11309,GMC SAVANA 3500,GMC,TECHNICIEN ACQUISITION,V-06-223,Tech. Acquisition / Exploitation 2,2010,V.FOURG,2010-01-29,2010-08-26,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11310,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-06-223,Tech. Acquisition / Exploitation 2,2010,V.FOURG,2010-02-02,2011-06-21,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11311,GMC SAVANA 3500,GMC,,,,2010,V.FOURG,2010-02-02,2010-07-15,VI.LE.DH,AR,ESSENCE,VEND,2018-09-18,Fourgonette,Fourgonette
11312,GMC SAVANA 3500,GMC,VÉHICULE DE RECHANGE,V-02-234,Tech. Acquisition / Exploitation 2,2010,V.FOURG,2010-02-02,2010-06-07,VI.LE.BL,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11313,GMC SAVANA 3500,GMC,TECHNICIEN ACQUISITION,,,2010,V.FOURG,2010-02-02,2010-09-02,,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11314,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-02-02,2010-06-16,VI.LE.BR,AR,ESSENCE,VEND,2018-10-31,Fourgonette,Fourgonette
11315,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-02-02,2010-09-23,VE.SA,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11316,GMC SAVANA 3500,GMC,VENDU ENCAN RITCHIE,,,2010,V.FOURG,2010-02-02,2010-06-08,VI.LE.LA,AR,ESSENCE,VEND,2018-12-17,Fourgonette,Fourgonette
11317,GMC SAVANA 3500,GMC,TECHNICIEN ACQUISITION,V-06-222,Tech. Acquisition / Exploitation 1,2010,V.FOURG,2010-02-02,2011-03-23,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11318,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2010,V.FOURG,2010-02-02,2010-02-03,VI.MECAN,AR,ESSENCE,VEND,2015-07-02,Fourgonette,Fourgonette
11319,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-07-248,Tech. Acquisition / Exploitation 3,2010,V.FOURG,2010-02-02,2010-06-29,VI.LE.LA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11320,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-02-02,2010-07-05,,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11321,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-06-223,Tech. Acquisition / Exploitation 2,2010,V.FOURG,2010-02-02,2010-07-06,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11322,GMC SAVANA 3500,GMC,TECHNICIEN ACQUISITION,V-27-311,Tech. Acquisition / Exploitation 1,2010,V.FOURG,2010-02-02,2010-08-31,VE.MR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11323,GMC SAVANA 3500,GMC,,,,2010,V.FOURG,2010-02-02,2010-07-28,VI.LE.LA,AR,ESSENCE,VEND,2018-09-18,Fourgonette,Fourgonette
11324,GMC SAVANA 3500,GMC,,,,2010,V.FOURG,2010-02-02,2011-01-19,VI.LE.LA,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11325,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-06-223,Tech. Acquisition / Exploitation 2,2010,V.FOURG,2010-02-02,2010-07-20,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11326,GMC SAVANA 3500,GMC,STR - POUR KEYHOLE,V-01-150-003,ER - Raccordement,2010,V.FOURG,2010-02-02,2010-06-22,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11327,GMC SAVANA 3500,GMC,,,,2010,V.FOURG,2010-02-09,2010-08-02,VI.LE.LA,AR,ESSENCE,VEND,2017-07-18,Fourgonette,Fourgonette
11328,GMC SAVANA 3500,GMC,COHORTE,,,2010,V.FOURG,2010-02-09,2010-07-15,VI.LE.LA,AR,ESSENCE,TRAN,,Fourgonette,Fourgonette
11329,GMC SAVANA 3500,GMC,VEHICULE DE RECHANGE,V-06-130,Gestion de parc de véhicules,2010,V.FOURG,2010-02-09,2010-09-23,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11330,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2010,V.FOURG,2010-02-09,2010-07-27,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11331,GMC SAVANA 3500,GMC,,,,2010,V.FOURG,2010-02-09,2010-08-30,VI.LE.LA,AR,ESSENCE,VEND,2018-09-18,Fourgonette,Fourgonette
11332,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-05-212,Tech. Acquisition / Exploitation 1,2010,V.FOURG,2010-02-09,2010-06-29,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11333,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-02-09,2010-08-31,VI.LE.LA,AR,ESSENCE,VEND,2018-10-31,Fourgonette,Fourgonette
11334,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-02-09,2010-10-04,,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11335,GMC SAVANA 3500,GMC,TECHNICIEN ACQUISITION,V-05-214,Tech. Acquisition / Exploitation 2,2010,V.FOURG,2010-02-09,2010-08-03,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11336,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-02-09,2010-09-16,,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11337,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-05-212,Tech. Acquisition / Exploitation 1,2010,V.FOURG,2010-02-09,2010-08-16,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11338,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-02-09,2010-09-30,VI.LE.LA,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11339,GMC SAVANA 3500,GMC,,,,2010,V.FOURG,2010-02-09,2010-10-07,VI.LE.LA,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11340,GMC SAVANA 3500,GMC,TECHNICIEN ACQUISITION,V-06-228,Tech. Acquisition / Exploitation 4,2010,V.FOURG,2010-02-09,2010-10-12,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11341,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-06-222,Tech. Acquisition / Exploitation 1,2010,V.FOURG,2010-02-09,2010-09-14,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11342,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-06-228,Tech. Acquisition / Exploitation 4,2010,V.FOURG,2010-02-09,2010-08-16,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11343,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-06-228,Tech. Acquisition / Exploitation 4,2010,V.FOURG,2010-02-09,2010-10-05,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11344,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-02-09,2010-11-03,VI.LE.LA,AR,ESSENCE,VEND,2018-10-31,Fourgonette,Fourgonette
11345,GMC SAVANA 3500,GMC,,,,2010,V.FOURG,2010-02-09,2010-09-23,VI.LE.LA,AR,ESSENCE,TRAN,,Fourgonette,Fourgonette
11346,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2010,V.FOURG,2010-02-09,2010-11-24,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11347,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-02-09,2010-10-05,,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11348,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-02-09,2010-10-27,VI.LE.LA,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11349,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2010,V.FOURG,2010-02-09,2010-11-08,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11350,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-02-09,2010-12-14,VI.PE.DH,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11351,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-02-09,2010-02-09,VI.LE.LA,AR,ESSENCE,VEND,2018-10-31,Fourgonette,Fourgonette
11352,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-02-09,2010-07-21,VI.LE.LA,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11353,GMC SAVANA 3500,GMC,TECHNICIEN ACQUISITION,V-06-224,Tech. Acquisition / Exploitation 3,2010,V.FOURG,2010-02-09,2010-08-26,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11354,GMC SAVANA 3500,GMC,,,,2010,V.FOURG,2010-02-09,2010-07-21,VI.LE.LA,AR,ESSENCE,VEND,2018-09-18,Fourgonette,Fourgonette
11355,GMC SAVANA 3500,GMC,,,,2010,V.FOURG,2010-07-19,2010-07-19,VI.LE.BL,AR,ESSENCE,VEND,2018-09-18,Fourgonette,Fourgonette
11356,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-02-09,2010-07-12,VI.LE.LA,AR,ESSENCE,VEND,2018-03-27,Fourgonette,Fourgonette
11357,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2010,V.FOURG,2010-02-09,2010-02-09,VI.MECAN,AR,ESSENCE,VEND,2017-01-13,Fourgonette,Fourgonette
11358,GMC SAVANA 3500,GMC,MULET,V-01-075-001,Instrumentation,2010,V.FOURG,2010-02-09,2011-05-20,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11359,GMC SAVANA 3500,GMC,VEHICUEL RECHANGE T.E.M,V-06-130,Gestion de parc de véhicules,2010,V.FOURG,2010-02-09,2011-02-07,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11360,GMC SAVANA 3500,GMC,,V-05-130,Gestion de parc de véhicules,2010,V.FOURG,2010-02-09,2011-01-31,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11361,REMORQUE,Wells Cargo,REMORQUE CATHO,V-01-150-002,ER - Protection cathodique,2010,V.REMORQUE,2010-02-15,2010-05-10,VI.LO.DH,NA,,SERV,,Remorque non-lourde,Remorque non lourde
11362,GMC SAVANA 3500,GMC,TECHNICIEN CATHODIQUE,V-01-150-002,ER - Protection cathodique,2010,V.FOURG,2010-04-06,2010-10-28,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11363,GMC SAVANA 3500,GMC,VÉHICULE DE RECHANGE,V-01-150-002,ER - Protection cathodique,2010,V.FOURG,2010-04-06,2010-10-27,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11364,GMC SAVANA 3500,GMC,ENCAN,,,2010,V.FOURG,2010-04-09,2010-04-09,VI.LE.LA,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11365,POLARIS SPORTSMAN 6X6,POLARIS,VTT VOLÉ,,,2010,V.TOUT-TER,2010-04-12,2010-04-14,VE.MECAN,4R,ESSENCE,VOLÉ,2017-04-03,Tout-terrain,Tout-terrain
11366,POLARIS SPORTSMAN 6X6,POLARIS,VÉHICULE VOLÉ,,,2010,V.TOUT-TER,2010-04-12,2010-04-14,VE.MECAN,4R,ESSENCE,VOLÉ,2013-08-28,Tout-terrain,Tout-terrain
11367,RETROCHARGEUR CATERPILLAR,CATERPILLAR,PELLE / RÉTROCHARGEUR,V-01-150-001,ER - Équipement lourds,2010,V.PEPINE,2010-04-22,2010-06-15,VI.LO.DH,4R,DIESEL,SERV,,Pepine,Pepine
11368,PELLE CATERPILLAR  305,CATERPILAR,,V-01-150-001,ER - Équipement lourds,2010,V.PELLE,2010-04-30,2010-07-07,VI.LO.DH,NA,DIESEL,SERV,,Pepine,Pelle
11369,REMORQUE COMPRESSEUR,SULLAIR,REMORQUE,V-12-330,B.A. Abitibi Témiscamingue,2010,V.REMORQUE,2010-05-12,2010-07-07,VE.RO,NA,DIESEL,SERV,,Remorque non-lourde,Remorque équipé moteur
11370,SKYJACK,SKYJACK,ETG,V-01-030,ETG,2010,V.OUTIL.LO,2010-07-15,2010-09-29,VE.DH,NA,ELECTRIQUE,SERV,,Equipement de levage,Equipement de levage
11371,CHARIOT ÉLÉVATEUR (ÉLECTRIQUE),RAYMOND,CHARIOT ÉLÉVATEUR,V-27-411,Technicien de projet 1,2010,V.CHA.ELEV,2010-08-26,2010-08-27,VE.MR,NA,ELECTRIQUE,SERV,,Chariot elevateur electrique,Chariot élévateur
11372,CHARIOT ÉLÉVATEUR (ÉLECTRIQUE),RAYMOND,CHARIOT ÉLÉVATEUR,V-01-090,Centre de distribution,2010,V.CHA.ELEV,2010-08-26,2010-08-27,VE.DH,NA,ELECTRIQUE,SERV,,Chariot elevateur electrique,Chariot élévateur
11373,CHARIOT ÉLÉVATEUR (ÉLECTRIQUE),Toyota,CHARIOT ÉLÉVATEUR,V-30-313,Tech. Acquisition / Exploitation,2004,V.CHA.ELEV,2010-11-15,2010-11-15,VE.SA,NA,ELECTRIQUE,SERV,,Chariot elevateur electrique,Chariot élévateur
11374,SKYJACK,SKYJACK,TRANSPORT,V-01-130,Gestion du parc de véhicules,2010,V.OUTIL.LO,2010-11-08,2010-11-09,VI.LO.DH,NA,ELECTRIQUE,SERV,,Equipement de levage,Equipement de levage
11375,GMC SAVANA 3500,GMC,,V-28-310-002,Granby,2011,V.FOURG,2011-03-25,2011-07-20,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11376,GMC SAVANA 3500,GMC,,,,2011,V.FOURG,2011-03-25,2011-07-27,VI.LE.AN,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11377,GMC SAVANA 3500,GMC,ENCAN,,,2011,V.FOURG,2011-03-25,2011-09-13,,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11378,GMC SAVANA 3500,GMC,,V-06-228,Tech. Acquisition / Exploitation 4,2011,V.FOURG,2011-03-25,2011-08-03,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11379,GMC SAVANA 3500,GMC,TECHNICIEN INSTRUMENTATION,V-01-075-001,Instrumentation,2011,V.FOURG,2011-03-25,2011-12-19,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11380,GMC SAVANA 3500,GMC,TECHNICIEN ACQUISITION,V-05-212,Tech. Acquisition / Exploitation 1,2011,V.FOURG,2011-03-25,2011-08-02,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11381,GMC SAVANA 3500,GMC,ENCAN,,,2011,V.FOURG,2011-03-25,2011-09-21,VI.LE.LA,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11382,GMC SAVANA 3500,GMC,,,,2011,V.FOURG,2011-03-30,2011-07-25,VE.ES,AR,ESSENCE,VEND,2018-09-18,Fourgonette,Fourgonette
11383,GMC SAVANA 3500,GMC,SUPERVISEUR DE VILLE,V-28-310-005,St-Hyacinthe,2011,V.FOURG,2011-03-30,2011-07-27,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11384,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2011,V.FOURG,2011-03-30,2011-09-27,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11385,GMC SAVANA 3500,GMC,ENCAN,,,2011,V.FOURG,2011-04-18,2011-11-21,,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11386,GMC SAVANA 3500,GMC,VEHICULE DE RECHANGE,V-06-130,Gestion de parc de véhicules,2011,V.FOURG,2011-04-18,2011-08-04,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11387,GMC SAVANA 3500,GMC,,V-28-310-002,Granby,2011,V.FOURG,2011-04-18,2011-07-19,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11388,GMC SAVANA 3500,GMC,ENCAN,,,2011,V.FOURG,2011-11-22,2011-11-22,VI.LE.DH,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11389,GMC SAVANA 3500,GMC,ENCAN,,,2011,V.FOURG,2011-08-15,2011-08-15,VI.LE.LA,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11390,GMC SAVANA 3500,GMC,MULET ABITIBI,V-12-130,Gestion de parc de véhicules,2011,V.FOURG,2011-04-18,2011-11-28,VE.RO,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11391,GMC SAVANA 3500,GMC,TECHNICIEN INSTRUMENTATION,V-01-075-001,Instrumentation,2011,V.FOURG,2011-04-18,2012-01-09,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11392,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-06-228,Tech. Acquisition / Exploitation 4,2011,V.FOURG,2011-04-18,2012-01-30,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11393,GMC SAVANA 3500,GMC,,V-02-234,Tech. Acquisition / Exploitation 2,2011,V.FOURG,2011-04-18,2011-10-25,VI.LE.BL,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11394,GMC SAVANA 3500,GMC,TECHNICIEN INSTRUMENTATION,V-01-075-001,Instrumentation,2011,V.FOURG,2011-04-18,2011-11-17,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11395,GMC SAVANA 3500,GMC,TECHNICIEN ACQUISITION,V-05-212,Tech. Acquisition / Exploitation 1,2011,V.FOURG,2011-10-12,2011-10-12,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11396,GMC SAVANA 3500,GMC,,V-28-310-002,Granby,2011,V.FOURG,2011-04-18,2011-09-28,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11397,GMC SAVANA 3500,GMC,RETRAITÉ ANJOU (TEMPORAIRE),,,2011,V.FOURG,2011-04-18,2011-10-25,VI.LE.LA,AR,ESSENCE,TRAN,,Fourgonette,Fourgonette
11398,GMC SAVANA 3500,GMC,MÉCANOS LASALLE,V-07-130,Gestion de parc de véhicules,2011,V.FOURG,2011-04-18,2011-04-18,VI.LE.LA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11399,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-06-222,Tech. Acquisition / Exploitation 1,2011,V.FOURG,2011-04-18,2012-01-09,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11400,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2011,V.FOURG,2011-04-18,2011-11-16,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11401,GMC SAVANA 3500,GMC,TECHNICIEN ACQUISITION,V-28-310-001,Sherbrooke,2011,V.FOURG,2011-04-18,2011-10-19,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11402,GMC SAVANA 3500,GMC,,,,2011,V.FOURG,2011-04-18,2012-05-02,VI.LE.LA,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11403,GMC SAVANA 3500,GMC,,V-28-310-002,Granby,2011,V.FOURG,2011-04-18,2011-10-13,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11404,GMC SAVANA 3500,GMC,TECHNICIEN INSTRUMENTATION,V-01-075-002,Instrumentation sénior,2011,V.FOURG,2011-04-18,2011-11-23,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11405,GMC SAVANA 3500,GMC,ENCAN,,,2011,V.FOURG,2011-04-18,2011-08-09,VI.LE.LA,AR,ESSENCE,VEND,2018-10-31,Fourgonette,Fourgonette
11406,FORD ECONOLINE 350,FORD,VEHICULE DE RECHANGE,V-05-130,Gestion de parc de véhicules,2011,V.FOURG,2011-06-07,2013-02-21,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11407,FORD TRANSIT CONNECT,FORD,VACANT,V-02-130,Gestion de parc de véhicules,2011,V.MINFOURG,2011-06-07,2011-06-28,VI.LE.BL,AR,ESSENCE,SERV,,Minifourgonette amenage,Minifourgonette
11408,FORD TRANSIT CONNECT (PEF),FORD (PEF),,,,2011,V.MINFOURG,2011-06-07,2012-01-25,VI.LE.LA,AR,ESSENCE,VEND,2018-09-18,Minifourgonette amenage,Minifourgonette
11409,FORD TRANSIT CONNECT,FORD (PEF),TECHNICIEN DE PROJET,V-01-500-004,Technicien de projet 1,2011,V.MINFOURG,2011-06-07,2011-06-07,VI.LE.DH,AR,ESSENCE,SERV,,Minifourgonette amenage,Minifourgonette
11410,FORD TRANSIT CONNECT,FORD,TECHNICIEN DE PROJETS,V-02-512,Technicien de projet,2011,V.MINFOURG,2011-06-07,2012-01-26,VI.LE.BL,AR,ESSENCE,SERV,,Minifourgonette amenage,Minifourgonette
11411,FORD TRANSIT CONNECT,FORD,TECHNICIEN DE PROJETS,V-02-512,Technicien de projet,2011,V.MINFOURG,2011-06-07,2012-01-26,VI.LE.BL,AR,ESSENCE,SERV,,Minifourgonette amenage,Minifourgonette
11412,FORD TRANSIT CONNECT,FORD,TECHNICIEN DE PROJETS,V-05-999,Garage,2011,V.MINFOURG,2011-06-27,2012-02-07,VI.LE.BR,AV,ESSENCE,SERV,,Minifourgonette amenage,Minifourgonette
11413,FORD TRANSIT CONNECT,FORD,TECHNICIEN DE PROJETS,V-02-512,Technicien de projet,2011,V.MINFOURG,2011-06-07,2012-02-07,VI.LE.BL,AR,ESSENCE,SERV,,Minifourgonette amenage,Minifourgonette
11414,FORD TRANSIT CONNECT,FORD,TECHNICIEN DE PROJETS,V-05-511,Technicien de projet,2011,V.MINFOURG,2011-06-07,2012-02-14,VI.LE.BR,AV,ESSENCE,SERV,,Minifourgonette amenage,Minifourgonette
11415,FORD TRANSIT CONNECT,FORD,TECHNICIEN DE PROJETS,V-05-511,Technicien de projet,2011,V.MINFOURG,2011-06-07,2012-02-14,VI.LE.BR,AV,ESSENCE,SERV,,Minifourgonette amenage,Minifourgonette
11416,FORD TRANSIT CONNECT,FORD,TECHNICIEN DE PROJETS,V-02-512,Technicien de projet,2011,V.MINFOURG,2011-06-07,2012-02-27,VI.LE.BL,AR,ESSENCE,SERV,2019-03-31,Minifourgonette amenage,Minifourgonette
11417,FORD TRANSIT CONNECT (GNV-eco),FORD,TECHNICIEN PROJET,V-05-511,Technicien de projet,2011,V.MINFOURG,2011-06-08,2012-03-22,VI.LE.BR,AV,BI-CRB.E+GNV,SERV,,Minifourgonette amenage,Minifourgonette
